"ori","des","N","dY","dX","oY","oX","Geom","no_flow"
"AG","AG",1,27.953982,2.679627,27.953982,2.679627,"LINESTRING (2.679627 27.953982, 2.679627 27.953982)",TRUE
"AR","AR",327,-34.506982,-64.345898,-34.506982,-64.345898,"LINESTRING (-64.345898 -34.506982, -64.345898 -34.506982)",TRUE
"AR","BL",9,-16.659461,-64.609576,-34.506982,-64.345898,"LINESTRING (-64.345898 -34.506982, -64.609576 -16.659461)",FALSE
"AR","BR",5,-10.444019,-52.852381,-34.506982,-64.345898,"LINESTRING (-64.345898 -34.506982, -52.852381 -10.444019)",FALSE
"AR","CI",5,-34.916246,-71.255077,-34.506982,-64.345898,"LINESTRING (-64.345898 -34.506982, -71.255077 -34.916246)",FALSE
"AR","CO",1,3.88601,-73.008599,-34.506982,-64.345898,"LINESTRING (-64.345898 -34.506982, -73.008599 3.88601)",FALSE
"AR","PA",12,-23.204148,-58.4005,-34.506982,-64.345898,"LINESTRING (-64.345898 -34.506982, -58.4005 -23.204148)",FALSE
"AR","PE",9,-9.105875,-74.248066,-34.506982,-64.345898,"LINESTRING (-64.345898 -34.506982, -74.248066 -9.105875)",FALSE
"AR","US",2,42.612364,-103.195474,-34.506982,-64.345898,"LINESTRING (-64.345898 -34.506982, -103.195474 42.612364)",FALSE
"AR","UY",4,-32.775836,-56.014293,-34.506982,-64.345898,"LINESTRING (-64.345898 -34.506982, -56.014293 -32.775836)",FALSE
"AS","AS",638,-25.34506,133.758667,-25.34506,133.758667,"LINESTRING (133.758667 -25.34506, 133.758667 -25.34506)",TRUE
"AS","NC",4,-21.303731,165.689834,-25.34506,133.758667,"LINESTRING (133.758667 -25.34506, 165.689834 -21.303731)",FALSE
"AS","TZ",1,-6.249894,34.793068,-25.34506,133.758667,"LINESTRING (133.758667 -25.34506, 34.793068 -6.249894)",FALSE
"AU","AE",9,23.909579,54.318006,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 54.318006 23.909579)",FALSE
"AU","AF",11,33.766276,65.927368,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 65.927368 33.766276)",FALSE
"AU","AG",2,27.953982,2.679627,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 2.679627 27.953982)",FALSE
"AU","AJ",1,40.27771,47.52727,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 47.52727 40.27771)",FALSE
"AU","AO",1,-12.251988,17.526887,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 17.526887 -12.251988)",FALSE
"AU","AS",6,-25.34506,133.758667,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 133.758667 -25.34506)",FALSE
"AU","AU",6,47.580106,14.128954,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 14.128954 47.580106)",TRUE
"AU","BM",1,21.016193,96.3815,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 96.3815 21.016193)",FALSE
"AU","BR",9,-10.444019,-52.852381,47.580106,14.128954,"LINESTRING (14.128954 47.580106, -52.852381 -10.444019)",FALSE
"AU","BT",3,27.394244,90.427305,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 90.427305 27.394244)",FALSE
"AU","BU",3,42.746371,25.217163,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 25.217163 42.746371)",FALSE
"AU","CA",1,58.181596,-94.932972,47.580106,14.128954,"LINESTRING (14.128954 47.580106, -94.932972 58.181596)",FALSE
"AU","CE",1,7.619297,80.691867,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 80.691867 7.619297)",FALSE
"AU","CG",1,-2.859606,23.612032,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 23.612032 -2.859606)",FALSE
"AU","CH",56,35.77948,102.767804,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 102.767804 35.77948)",FALSE
"AU","CU",1,21.618309,-78.999451,47.580106,14.128954,"LINESTRING (14.128954 47.580106, -78.999451 21.618309)",FALSE
"AU","CY",10,34.926484,33.002832,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 33.002832 34.926484)",FALSE
"AU","DR",1,18.894115,-70.490822,47.580106,14.128954,"LINESTRING (14.128954 47.580106, -70.490822 18.894115)",FALSE
"AU","EG",27,26.493149,29.766795,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 29.766795 26.493149)",FALSE
"AU","ET",4,8.605763,39.606219,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 39.606219 8.605763)",FALSE
"AU","FI",1,64.175946,26.102289,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 26.102289 64.175946)",FALSE
"AU","FR",2,46.461053,2.571299,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 2.571299 46.461053)",FALSE
"AU","GR",29,38.995623,22.985108,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 22.985108 38.995623)",FALSE
"AU","GZ",4,31.914602,35.208061,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 35.208061 31.914602)",FALSE
"AU","HR",2,44.734106,15.415622,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 15.415622 44.734106)",FALSE
"AU","HU",1,47.157954,19.398955,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 19.398955 47.157954)",FALSE
"AU","ID",7,0.111431,113.317216,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 113.317216 0.111431)",FALSE
"AU","IN",16,22.6238,79.327954,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 79.327954 22.6238)",FALSE
"AU","IR",15,32.402698,54.357157,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 54.357157 32.402698)",FALSE
"AU","IS",12,31.422503,34.654567,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 34.654567 31.422503)",FALSE
"AU","IT",6,42.65398,12.169901,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 12.169901 42.65398)",FALSE
"AU","IZ",2,32.944364,43.755283,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 43.755283 32.944364)",FALSE
"AU","JA",16,43.447342,143.336291,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 143.336291 43.447342)",FALSE
"AU","KG",3,41.448422,74.523552,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 74.523552 41.448422)",FALSE
"AU","KS",2,36.337038,127.770641,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 127.770641 36.337038)",FALSE
"AU","KZ",2,47.939522,67.088765,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 67.088765 47.939522)",FALSE
"AU","LE",2,33.91726,35.888942,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 35.888942 33.91726)",FALSE
"AU","LY",1,26.941988,18.057588,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 18.057588 26.941988)",FALSE
"AU","MG",9,46.727762,103.034232,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 103.034232 46.727762)",FALSE
"AU","MO",10,31.796525,-6.33335,47.580106,14.128954,"LINESTRING (14.128954 47.580106, -6.33335 31.796525)",FALSE
"AU","MX",7,23.759385,-102.026773,47.580106,14.128954,"LINESTRING (14.128954 47.580106, -102.026773 23.759385)",FALSE
"AU","NP",9,28.249162,83.962653,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 83.962653 28.249162)",FALSE
"AU","PA",1,-23.204148,-58.4005,47.580106,14.128954,"LINESTRING (14.128954 47.580106, -58.4005 -23.204148)",FALSE
"AU","PK",3,29.829453,69.165485,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 69.165485 29.829453)",FALSE
"AU","PM",1,8.512146,-80.106346,47.580106,14.128954,"LINESTRING (14.128954 47.580106, -80.106346 8.512146)",FALSE
"AU","PO",2,39.558043,-8.54242,47.580106,14.128954,"LINESTRING (14.128954 47.580106, -8.54242 39.558043)",FALSE
"AU","PP",2,-6.468739,145.203186,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 145.203186 -6.468739)",FALSE
"AU","RP",2,7.68736,125.239651,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 125.239651 7.68736)",FALSE
"AU","RS",6,60.036139,93.054322,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 93.054322 60.036139)",FALSE
"AU","SA",2,23.969462,44.595759,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 44.595759 23.969462)",FALSE
"AU","SF",3,-28.897525,25.150852,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 25.150852 -28.897525)",FALSE
"AU","SL",1,8.554836,-11.78959,47.580106,14.128954,"LINESTRING (14.128954 47.580106, -11.78959 8.554836)",FALSE
"AU","SP",15,40.133542,-3.691117,47.580106,14.128954,"LINESTRING (14.128954 47.580106, -3.691117 40.133542)",FALSE
"AU","SW",1,62.269809,16.290115,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 16.290115 62.269809)",FALSE
"AU","SY",2,35.005108,38.503815,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 38.503815 35.005108)",FALSE
"AU","SZ",1,46.797034,8.228015,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 8.228015 46.797034)",FALSE
"AU","TH",1,15.055519,100.901457,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 100.901457 15.055519)",FALSE
"AU","TI",6,38.516626,71.040777,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 71.040777 38.516626)",FALSE
"AU","TS",11,34.071384,9.578169,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 9.578169 34.071384)",FALSE
"AU","TU",77,39.026955,35.170149,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 35.170149 39.026955)",FALSE
"AU","TX",8,39.148054,59.226101,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 59.226101 39.148054)",FALSE
"AU","TZ",4,-6.249894,34.793068,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 34.793068 -6.249894)",FALSE
"AU","UC",1,12.19334,-68.971426,47.580106,14.128954,"LINESTRING (14.128954 47.580106, -68.971426 12.19334)",FALSE
"AU","UP",2,48.944431,31.452646,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 31.452646 48.944431)",FALSE
"AU","US",13,42.612364,-103.195474,47.580106,14.128954,"LINESTRING (14.128954 47.580106, -103.195474 42.612364)",FALSE
"AU","UZ",9,41.689489,63.270029,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 63.270029 41.689489)",FALSE
"AU","VE",1,7.117922,-66.098265,47.580106,14.128954,"LINESTRING (14.128954 47.580106, -66.098265 7.117922)",FALSE
"AU","WS",2,-13.62185,-172.439192,47.580106,14.128954,"LINESTRING (14.128954 47.580106, -172.439192 -13.62185)",FALSE
"AU","YM",8,15.892821,47.557714,47.580106,14.128954,"LINESTRING (14.128954 47.580106, 47.557714 15.892821)",FALSE
"BE","AE",1,23.909579,54.318006,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 54.318006 23.909579)",FALSE
"BE","AF",1,33.766276,65.927368,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 65.927368 33.766276)",FALSE
"BE","AO",2,-12.251988,17.526887,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 17.526887 -12.251988)",FALSE
"BE","BC",1,-22.150094,23.810434,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 23.810434 -22.150094)",FALSE
"BE","BE",1,50.636095,4.667856,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 4.667856 50.636095)",TRUE
"BE","BM",1,21.016193,96.3815,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 96.3815 21.016193)",FALSE
"BE","BP",3,-9.59822,160.148529,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 160.148529 -9.59822)",FALSE
"BE","CB",3,12.704381,104.905365,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 104.905365 12.704381)",FALSE
"BE","CD",4,15.2798,18.630876,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 18.630876 15.2798)",FALSE
"BE","CE",2,7.619297,80.691867,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 80.691867 7.619297)",FALSE
"BE","CF",2,-0.831702,15.238004,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 15.238004 -0.831702)",FALSE
"BE","CG",49,-2.859606,23.612032,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 23.612032 -2.859606)",FALSE
"BE","CH",1,35.77948,102.767804,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 102.767804 35.77948)",FALSE
"BE","CM",14,5.67974,12.729506,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 12.729506 5.67974)",FALSE
"BE","CN",2,-12.226806,44.411806,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 44.411806 -12.226806)",FALSE
"BE","CT",3,6.567919,20.475082,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 20.475082 6.567919)",FALSE
"BE","CV",2,17.055555,-25.173611,50.636095,4.667856,"LINESTRING (4.667856 50.636095, -25.173611 17.055555)",FALSE
"BE","EC",1,-1.426872,-78.761056,50.636095,4.667856,"LINESTRING (4.667856 50.636095, -78.761056 -1.426872)",FALSE
"BE","ER",3,15.374066,38.861085,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 38.861085 15.374066)",FALSE
"BE","ET",15,8.605763,39.606219,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 39.606219 8.605763)",FALSE
"BE","FR",1,46.461053,2.571299,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 2.571299 46.461053)",FALSE
"BE","GB",10,-0.622931,11.782996,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 11.782996 -0.622931)",FALSE
"BE","GG",1,42.170577,43.530828,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 43.530828 42.170577)",FALSE
"BE","GH",1,7.958571,-1.210567,50.636095,4.667856,"LINESTRING (4.667856 50.636095, -1.210567 7.958571)",FALSE
"BE","GR",4,38.995623,22.985108,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 22.985108 38.995623)",FALSE
"BE","GV",1,10.431043,-10.93039,50.636095,4.667856,"LINESTRING (4.667856 50.636095, -10.93039 10.431043)",FALSE
"BE","HR",1,44.734106,15.415622,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 15.415622 44.734106)",FALSE
"BE","ID",17,0.111431,113.317216,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 113.317216 0.111431)",FALSE
"BE","IN",20,22.6238,79.327954,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 79.327954 22.6238)",FALSE
"BE","IR",5,32.402698,54.357157,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 54.357157 32.402698)",FALSE
"BE","IS",2,31.422503,34.654567,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 34.654567 31.422503)",FALSE
"BE","IV",5,7.619377,-5.55306,50.636095,4.667856,"LINESTRING (4.667856 50.636095, -5.55306 7.619377)",FALSE
"BE","JO",2,31.235984,36.773091,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 36.773091 31.235984)",FALSE
"BE","KE",21,0.551934,37.828368,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 37.828368 0.551934)",FALSE
"BE","KG",1,41.448422,74.523552,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 74.523552 41.448422)",FALSE
"BE","KZ",2,47.939522,67.088765,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 67.088765 47.939522)",FALSE
"BE","LA",3,18.465456,103.751781,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 103.751781 18.465456)",FALSE
"BE","LT",2,-29.580459,28.247387,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 28.247387 -29.580459)",FALSE
"BE","MA",72,-19.300316,46.679464,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 46.679464 -19.300316)",FALSE
"BE","MG",3,46.727762,103.034232,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 103.034232 46.727762)",FALSE
"BE","MI",8,-13.197681,34.283053,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 34.283053 -13.197681)",FALSE
"BE","ML",3,17.278291,-3.55655,50.636095,4.667856,"LINESTRING (4.667856 50.636095, -3.55655 17.278291)",FALSE
"BE","MO",5,31.796525,-6.33335,50.636095,4.667856,"LINESTRING (4.667856 50.636095, -6.33335 31.796525)",FALSE
"BE","MP",1,-20.253334,57.589584,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 57.589584 -20.253334)",FALSE
"BE","MU",10,20.555258,56.046658,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 56.046658 20.555258)",FALSE
"BE","MY",10,3.993543,102.062237,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 102.062237 3.993543)",FALSE
"BE","MZ",5,-17.150674,35.55005,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 35.55005 -17.150674)",FALSE
"BE","NC",15,-21.303731,165.689834,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 165.689834 -21.303731)",FALSE
"BE","NG",2,17.375194,9.349884,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 9.349884 17.375194)",FALSE
"BE","NI",4,9.574096,8.085675,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 8.085675 9.574096)",FALSE
"BE","PK",1,29.829453,69.165485,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 69.165485 29.829453)",FALSE
"BE","PO",1,39.558043,-8.54242,50.636095,4.667856,"LINESTRING (4.667856 50.636095, -8.54242 39.558043)",FALSE
"BE","PP",29,-6.468739,145.203186,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 145.203186 -6.468739)",FALSE
"BE","RP",2,7.68736,125.239651,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 125.239651 7.68736)",FALSE
"BE","RW",3,-2.000367,29.926087,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 29.926087 -2.000367)",FALSE
"BE","SA",6,23.969462,44.595759,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 44.595759 23.969462)",FALSE
"BE","SF",51,-28.897525,25.150852,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 25.150852 -28.897525)",FALSE
"BE","SG",19,14.352458,-14.465336,50.636095,4.667856,"LINESTRING (4.667856 50.636095, -14.465336 14.352458)",FALSE
"BE","SO",2,5.157084,46.805111,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 46.805111 5.157084)",FALSE
"BE","SP",2,40.133542,-3.691117,50.636095,4.667856,"LINESTRING (4.667856 50.636095, -3.691117 40.133542)",FALSE
"BE","SU",2,15.978381,29.940731,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 29.940731 15.978381)",FALSE
"BE","SY",3,35.005108,38.503815,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 38.503815 35.005108)",FALSE
"BE","TH",8,15.055519,100.901457,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 100.901457 15.055519)",FALSE
"BE","TO",1,8.524512,0.977956,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 0.977956 8.524512)",FALSE
"BE","TU",12,39.026955,35.170149,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 35.170149 39.026955)",FALSE
"BE","TX",2,39.148054,59.226101,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 59.226101 39.148054)",FALSE
"BE","TZ",13,-6.249894,34.793068,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 34.793068 -6.249894)",FALSE
"BE","UG",4,1.280036,32.385681,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 32.385681 1.280036)",FALSE
"BE","UV",1,12.267857,-1.750773,50.636095,4.667856,"LINESTRING (4.667856 50.636095, -1.750773 12.267857)",FALSE
"BE","UZ",1,41.689489,63.270029,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 63.270029 41.689489)",FALSE
"BE","WA",12,-22.049616,17.189693,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 17.189693 -22.049616)",FALSE
"BE","YM",3,15.892821,47.557714,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 47.557714 15.892821)",FALSE
"BE","ZA",6,-13.436427,27.805477,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 27.805477 -13.436427)",FALSE
"BE","ZI",7,-18.982095,29.860474,50.636095,4.667856,"LINESTRING (4.667856 50.636095, 29.860474 -18.982095)",FALSE
"BM","BM",13,21.016193,96.3815,21.016193,96.3815,"LINESTRING (96.3815 21.016193, 96.3815 21.016193)",TRUE
"BM","CE",1,7.619297,80.691867,21.016193,96.3815,"LINESTRING (96.3815 21.016193, 80.691867 7.619297)",FALSE
"BM","ET",1,8.605763,39.606219,21.016193,96.3815,"LINESTRING (96.3815 21.016193, 39.606219 8.605763)",FALSE
"BM","ID",2,0.111431,113.317216,21.016193,96.3815,"LINESTRING (96.3815 21.016193, 113.317216 0.111431)",FALSE
"BM","IN",24,22.6238,79.327954,21.016193,96.3815,"LINESTRING (96.3815 21.016193, 79.327954 22.6238)",FALSE
"BM","MI",1,-13.197681,34.283053,21.016193,96.3815,"LINESTRING (96.3815 21.016193, 34.283053 -13.197681)",FALSE
"BM","RP",1,7.68736,125.239651,21.016193,96.3815,"LINESTRING (96.3815 21.016193, 125.239651 7.68736)",FALSE
"BM","SF",3,-28.897525,25.150852,21.016193,96.3815,"LINESTRING (96.3815 21.016193, 25.150852 -28.897525)",FALSE
"BM","YM",1,15.892821,47.557714,21.016193,96.3815,"LINESTRING (96.3815 21.016193, 47.557714 15.892821)",FALSE
"BR","AR",120,-34.506982,-64.345898,-10.444019,-52.852381,"LINESTRING (-52.852381 -10.444019, -64.345898 -34.506982)",FALSE
"BR","AS",1,-25.34506,133.758667,-10.444019,-52.852381,"LINESTRING (-52.852381 -10.444019, 133.758667 -25.34506)",FALSE
"BR","BL",35,-16.659461,-64.609576,-10.444019,-52.852381,"LINESTRING (-52.852381 -10.444019, -64.609576 -16.659461)",FALSE
"BR","BR",727,-10.444019,-52.852381,-10.444019,-52.852381,"LINESTRING (-52.852381 -10.444019, -52.852381 -10.444019)",TRUE
"BR","CI",33,-34.916246,-71.255077,-10.444019,-52.852381,"LINESTRING (-52.852381 -10.444019, -71.255077 -34.916246)",FALSE
"BR","CO",24,3.88601,-73.008599,-10.444019,-52.852381,"LINESTRING (-52.852381 -10.444019, -73.008599 3.88601)",FALSE
"BR","CS",17,9.969691,-84.190304,-10.444019,-52.852381,"LINESTRING (-52.852381 -10.444019, -84.190304 9.969691)",FALSE
"BR","CU",1,21.618309,-78.999451,-10.444019,-52.852381,"LINESTRING (-52.852381 -10.444019, -78.999451 21.618309)",FALSE
"BR","EC",19,-1.426872,-78.761056,-10.444019,-52.852381,"LINESTRING (-52.852381 -10.444019, -78.761056 -1.426872)",FALSE
"BR","ES",1,13.729826,-88.865885,-10.444019,-52.852381,"LINESTRING (-52.852381 -10.444019, -88.865885 13.729826)",FALSE
"BR","FG",2,3.929331,-53.22693,-10.444019,-52.852381,"LINESTRING (-52.852381 -10.444019, -53.22693 3.929331)",FALSE
"BR","GA",1,13.451375,-15.373106,-10.444019,-52.852381,"LINESTRING (-52.852381 -10.444019, -15.373106 13.451375)",FALSE
"BR","GH",1,7.958571,-1.210567,-10.444019,-52.852381,"LINESTRING (-52.852381 -10.444019, -1.210567 7.958571)",FALSE
"BR","GT",1,15.69095,-90.346473,-10.444019,-52.852381,"LINESTRING (-52.852381 -10.444019, -90.346473 15.69095)",FALSE
"BR","GY",2,4.78756,-58.959063,-10.444019,-52.852381,"LINESTRING (-52.852381 -10.444019, -58.959063 4.78756)",FALSE
"BR","JM",5,18.156681,-77.309724,-10.444019,-52.852381,"LINESTRING (-52.852381 -10.444019, -77.309724 18.156681)",FALSE
"BR","MA",1,-19.300316,46.679464,-10.444019,-52.852381,"LINESTRING (-52.852381 -10.444019, 46.679464 -19.300316)",FALSE
"BR","MX",17,23.759385,-102.026773,-10.444019,-52.852381,"LINESTRING (-52.852381 -10.444019, -102.026773 23.759385)",FALSE
"BR","NS",3,4.134665,-55.910485,-10.444019,-52.852381,"LINESTRING (-52.852381 -10.444019, -55.910485 4.134665)",FALSE
"BR","PA",108,-23.204148,-58.4005,-10.444019,-52.852381,"LINESTRING (-52.852381 -10.444019, -58.4005 -23.204148)",FALSE
"BR","PE",69,-9.105875,-74.248066,-10.444019,-52.852381,"LINESTRING (-52.852381 -10.444019, -74.248066 -9.105875)",FALSE
"BR","PM",32,8.512146,-80.106346,-10.444019,-52.852381,"LINESTRING (-52.852381 -10.444019, -80.106346 8.512146)",FALSE
"BR","TD",5,10.473643,-61.258999,-10.444019,-52.852381,"LINESTRING (-52.852381 -10.444019, -61.258999 10.473643)",FALSE
"BR","US",2,42.612364,-103.195474,-10.444019,-52.852381,"LINESTRING (-52.852381 -10.444019, -103.195474 42.612364)",FALSE
"BR","UY",1,-32.775836,-56.014293,-10.444019,-52.852381,"LINESTRING (-52.852381 -10.444019, -56.014293 -32.775836)",FALSE
"BR","VE",11,7.117922,-66.098265,-10.444019,-52.852381,"LINESTRING (-52.852381 -10.444019, -66.098265 7.117922)",FALSE
"BU","BU",1,42.746371,25.217163,42.746371,25.217163,"LINESTRING (25.217163 42.746371, 25.217163 42.746371)",TRUE
"CA","AR",28,-34.506982,-64.345898,58.181596,-94.932972,"LINESTRING (-94.932972 58.181596, -64.345898 -34.506982)",FALSE
"CA","AS",3,-25.34506,133.758667,58.181596,-94.932972,"LINESTRING (-94.932972 58.181596, 133.758667 -25.34506)",FALSE
"CA","BL",3,-16.659461,-64.609576,58.181596,-94.932972,"LINESTRING (-94.932972 58.181596, -64.609576 -16.659461)",FALSE
"CA","BR",4,-10.444019,-52.852381,58.181596,-94.932972,"LINESTRING (-94.932972 58.181596, -52.852381 -10.444019)",FALSE
"CA","CA",37,58.181596,-94.932972,58.181596,-94.932972,"LINESTRING (-94.932972 58.181596, -94.932972 58.181596)",TRUE
"CA","CI",26,-34.916246,-71.255077,58.181596,-94.932972,"LINESTRING (-94.932972 58.181596, -71.255077 -34.916246)",FALSE
"CA","CS",1,9.969691,-84.190304,58.181596,-94.932972,"LINESTRING (-94.932972 58.181596, -84.190304 9.969691)",FALSE
"CA","CU",1,21.618309,-78.999451,58.181596,-94.932972,"LINESTRING (-94.932972 58.181596, -78.999451 21.618309)",FALSE
"CA","DO",8,15.434489,-61.3499,58.181596,-94.932972,"LINESTRING (-94.932972 58.181596, -61.3499 15.434489)",FALSE
"CA","EC",1,-1.426872,-78.761056,58.181596,-94.932972,"LINESTRING (-94.932972 58.181596, -78.761056 -1.426872)",FALSE
"CA","GT",2,15.69095,-90.346473,58.181596,-94.932972,"LINESTRING (-94.932972 58.181596, -90.346473 15.69095)",FALSE
"CA","HO",2,14.816021,-86.614607,58.181596,-94.932972,"LINESTRING (-94.932972 58.181596, -86.614607 14.816021)",FALSE
"CA","IN",1,22.6238,79.327954,58.181596,-94.932972,"LINESTRING (-94.932972 58.181596, 79.327954 22.6238)",FALSE
"CA","KE",1,0.551934,37.828368,58.181596,-94.932972,"LINESTRING (-94.932972 58.181596, 37.828368 0.551934)",FALSE
"CA","KZ",1,47.939522,67.088765,58.181596,-94.932972,"LINESTRING (-94.932972 58.181596, 67.088765 47.939522)",FALSE
"CA","MX",21,23.759385,-102.026773,58.181596,-94.932972,"LINESTRING (-94.932972 58.181596, -102.026773 23.759385)",FALSE
"CA","NU",1,12.839262,-85.031362,58.181596,-94.932972,"LINESTRING (-94.932972 58.181596, -85.031362 12.839262)",FALSE
"CA","PE",4,-9.105875,-74.248066,58.181596,-94.932972,"LINESTRING (-94.932972 58.181596, -74.248066 -9.105875)",FALSE
"CA","PM",1,8.512146,-80.106346,58.181596,-94.932972,"LINESTRING (-94.932972 58.181596, -80.106346 8.512146)",FALSE
"CA","PR",5,18.221865,-66.468,58.181596,-94.932972,"LINESTRING (-94.932972 58.181596, -66.468 18.221865)",FALSE
